sku,nombre,categoria,stock_actual,stock_minimo,unidades_faltantes,valor_inventario
SKU05658,Cable Ethernet,Redes,33,50,17,8142.42
SKU05730,Audifonos Seagate,Audio,8,25,17,7352.16
SKU05907,Fuente Poder Canon,Componentes,3,20,17,2474.73
SKU06386,Notebook Lenovo,Electronica,3,20,17,57307.92
SKU06494,Mousepad XL,Accesorios,8,25,17,4638.00
SKU06695,MacBook Logitech,Electronica,13,30,17,243153.82
SKU06784,MacBook HyperX,Electronica,13,30,17,308767.42
SKU07203,SSD Externo HP,Almacenamiento,3,20,17,13748.64
SKU07224,USB Drive LG,Almacenamiento,3,20,17,523.71
SKU07244,Tarjeta Video LG,Componentes,8,25,17,232499.92
SKU07632,Bocina,Audio,8,25,17,16751.92
SKU07857,Ultrabook Apple,Electronica,3,20,17,56416.17
SKU07992,Teclado Gaming Anker,Accesorios,33,50,17,109907.16
SKU08163,Monitor Xiaomi,Electronica,3,20,17,21642.00
SKU08190,Pantalla Portatil Dell,Electronica,3,20,17,10461.15
SKU08566,Teclado Corsair,Accesorios,8,25,17,7590.32
SKU08675,Barra Sonido WD,Audio,13,30,17,61364.68
SKU08805,Pantalla Portatil Acer,Electronica,3,20,17,19543.14
SKU08906,Ultrabook Dell,Electronica,13,30,17,197142.79
SKU08943,MacBook HP,Electronica,33,50,17,1029070.68
SKU09075,Camara Seguridad,Video,13,30,17,14821.95
SKU09313,HDD Externo Corsair,Almacenamiento,8,25,17,22439.84
SKU09365,MacBook Sony,Electronica,13,30,17,414331.32
SKU09482,Monitor 4K Apple,Electronica,3,20,17,62509.38
SKU09697,Barra Sonido Canon,Audio,8,25,17,23080.08
SKU09789,MacBook Logitech,Electronica,13,30,17,292769.75
SKU09882,Stylus Gigabyte,Accesorios,33,50,17,60495.60
SKU09904,HDD Externo Samsung,Almacenamiento,3,20,17,9641.22
SKU09928,Audifonos Gaming Seagate,Audio,33,50,17,23524.05
SKU00157,HDD Externo Logitech,Almacenamiento,9,25,16,7313.67
SKU00405,Notebook LG,Electronica,14,30,16,179293.94
SKU00593,Pantalla Portatil Anker,Electronica,9,25,16,21290.49
SKU00902,Teclado Gaming BenQ,Accesorios,14,30,16,27006.00
SKU01132,Audifonos Seagate,Audio,9,25,16,7205.94
SKU01171,Teclado Mecanico Seagate,Accesorios,9,25,16,21462.57
SKU01172,Barra Sonido Kingston,Audio,14,30,16,59080.14
SKU01282,Pantalla Portatil Logitech,Electronica,9,25,16,30861.81
SKU01295,Monitor Gaming Sony,Electronica,4,20,16,64190.36
SKU01471,Monitor Curvo Kingston,Electronica,14,30,16,196453.88
SKU01519,Mouse Gaming WD,Accesorios,34,50,16,50091.52
SKU01536,Multicontacto,Energia,14,30,16,2801.12
SKU01720,Teclado Mecanico BenQ,Accesorios,4,20,16,12535.40
SKU01941,Laptop SanDisk,Electronica,34,50,16,502288.12
SKU02116,Monitor Curvo Anker,Electronica,14,30,16,71590.12
SKU02199,Tarjeta Video Asus,Componentes,4,20,16,12430.44
SKU02205,Monitor Gaming Sony,Electronica,4,20,16,77956.48
SKU02225,Mouse Anker,Accesorios,9,25,16,4889.97
SKU02396,HDD LG,Almacenamiento,9,25,16,22657.77
SKU02726,MacBook MSI,Electronica,34,50,16,834151.24
SKU02750,Audifonos Asus,Audio,34,50,16,9714.48
SKU02776,Teclado Mecanico TP-Link,Accesorios,14,30,16,20717.06
SKU02906,Monitor Gaming Dell,Electronica,4,20,16,37181.32
SKU02987,Microfono Asus,Audio,14,30,16,20761.02
SKU03258,Stylus Kingston,Accesorios,4,20,16,6021.68
SKU03259,Notebook Lenovo,Electronica,4,20,16,38018.92
SKU03277,USB Drive Dell,Almacenamiento,14,30,16,3104.78
SKU03327,Laptop Epson,Electronica,34,50,16,337504.74
SKU03370,Teclado Gaming Apple,Accesorios,9,25,16,23334.21
SKU03371,HDD Externo Epson,Almacenamiento,9,25,16,11130.93
SKU03480,Procesador Corsair,Componentes,9,25,16,125114.40
SKU03566,Monitor Gigabyte,Electronica,34,50,16,230112.00
SKU03733,Tarjeta Video Xiaomi,Componentes,9,25,16,52720.47
SKU03812,Chromebook WD,Electronica,9,25,16,72499.95
SKU03992,Laptop Lenovo,Electronica,4,20,16,48997.92
SKU04331,Bocina Acer,Audio,4,20,16,9183.92
SKU04603,HDD Externo Logitech,Almacenamiento,14,30,16,25601.38
SKU04911,Procesador Gigabyte,Componentes,14,30,16,74192.58
SKU05002,Bocina LG,Audio,4,20,16,7004.72
SKU05186,Stylus HyperX,Accesorios,34,50,16,23538.20
SKU05246,Audifonos Anker,Audio,34,50,16,17691.22
SKU05362,Pantalla Portatil Seagate,Electronica,4,20,16,22156.56
SKU05383,Ultrabook Samsung,Electronica,9,25,16,311559.57
SKU05461,Mouse Gaming Dell,Accesorios,14,30,16,6256.88
SKU05505,Bocina Asus,Audio,4,20,16,4803.00
SKU05530,RAM HyperX,Componentes,14,30,16,26556.60
SKU05536,Lampara Escritorio,Accesorios,9,25,16,10962.72
SKU05568,Monitor Curvo LG,Electronica,14,30,16,260422.82
SKU05652,USB Drive SanDisk,Almacenamiento,14,30,16,1198.82
SKU05931,Touchpad Gigabyte,Accesorios,9,25,16,16832.61
SKU06075,Microfono Razer,Audio,14,30,16,30256.24
SKU06169,Teclado Samsung,Accesorios,4,20,16,4228.72
SKU06183,Chromebook Samsung,Electronica,4,20,16,45631.68
SKU06211,Barra Sonido Epson,Audio,14,30,16,114203.88
SKU06337,Monitor Razer,Electronica,4,20,16,38828.04
SKU06342,USB Drive Apple,Almacenamiento,4,20,16,725.12
SKU06609,Teclado Mecanico HyperX,Accesorios,9,25,16,18610.74
SKU06704,Chromebook SanDisk,Electronica,34,50,16,404946.46
SKU06726,Audifonos Gaming Acer,Audio,9,25,16,5086.89
SKU07093,Microfono USB LG,Audio,4,20,16,7021.32
SKU07098,Mouse Kingston,Accesorios,4,20,16,1036.68
SKU07107,Pantalla Portatil Xiaomi,Electronica,4,20,16,18358.96
SKU07274,NAS Seagate,Almacenamiento,4,20,16,73344.32
SKU07505,USB Drive Acer,Almacenamiento,14,30,16,828.52
SKU07523,Barra Sonido Samsung,Audio,4,20,16,36712.24
SKU07863,SSD Epson,Almacenamiento,4,20,16,12560.68
SKU08415,Touchpad MSI,Accesorios,9,25,16,10449.72
SKU08522,Bocina Bluetooth Logitech,Audio,14,30,16,36447.60
SKU08617,Tarjeta Video SanDisk,Componentes,4,20,16,33125.28
SKU08728,Monitor 4K Samsung,Electronica,14,30,16,193468.38
SKU09005,Mouse Gaming Kingston,Accesorios,14,30,16,14172.06
SKU09103,HDD Corsair,Almacenamiento,14,30,16,32701.06
SKU09497,Docking Station,Cables,14,30,16,53429.74
SKU09517,MacBook MSI,Electronica,9,25,16,239105.52
SKU09651,Teclado Gaming Asus,Accesorios,4,20,16,7190.64
SKU09786,Stylus Anker,Accesorios,14,30,16,30298.38
SKU09842,Procesador TP-Link,Componentes,4,20,16,28024.12
SKU09915,NAS Kingston,Almacenamiento,4,20,16,25430.32
SKU00458,Mouse Gaming,Accesorios,10,25,15,8924.60
SKU00492,Stylus HyperX,Accesorios,35,50,15,26783.40
SKU00646,Stylus Asus,Accesorios,0,15,15,0.00
SKU00688,Mouse Ergonomico HP,Accesorios,10,25,15,8983.30
SKU00812,Monitor 4K,Electronica,0,15,15,0.00
SKU00884,Microfono USB Gigabyte,Audio,0,15,15,0.00
SKU00924,RAM Gigabyte,Componentes,0,15,15,0.00
SKU00945,HDD Externo MSI,Almacenamiento,10,25,15,13970.70
SKU00949,Monitor Gaming Epson,Electronica,10,25,15,131000.80
SKU01012,Pantalla Portatil Logitech,Electronica,5,20,15,30426.45
SKU01051,Monitor 4K Anker,Electronica,10,25,15,214773.10
SKU01077,Chromebook BenQ,Electronica,35,50,15,162946.35
SKU01176,Switch Red,Redes,15,30,15,17686.50
SKU01203,Monitor 4K Asus,Electronica,0,15,15,0.00
SKU01279,Microfono USB,Audio,10,25,15,19521.70
SKU01330,MacBook Xiaomi,Electronica,0,15,15,0.00
SKU01340,Monitor Curvo Acer,Electronica,5,20,15,57347.35
SKU01364,Teclado Gaming LG,Accesorios,0,15,15,0.00
SKU01378,Notebook,Electronica,5,20,15,87562.10
SKU01420,Procesador WD,Componentes,0,15,15,0.00
SKU01468,Mouse Corsair,Accesorios,10,25,15,2985.20
SKU01490,MicroSD Gigabyte,Almacenamiento,0,15,15,0.00
SKU01502,Procesador Acer,Componentes,10,25,15,179845.60
SKU01633,USB Drive Lenovo,Almacenamiento,35,50,15,6653.85
SKU01706,Barra Sonido Logitech,Audio,0,15,15,0.00
SKU01722,Camara Seguridad,Video,0,15,15,0.00
SKU02007,Mouse Gaming Samsung,Accesorios,5,20,15,10279.55
SKU02017,Smartwatch,Electronica,5,20,15,22215.00
SKU02243,Mouse Ergonomico Canon,Accesorios,5,20,15,1546.45
SKU02372,SSD Externo Sony,Almacenamiento,15,30,15,60238.35
SKU02424,Barra Sonido SanDisk,Audio,15,30,15,47298.30
SKU02521,Teclado SanDisk,Accesorios,35,50,15,22303.40
SKU02543,Notebook,Electronica,35,50,15,517804.70
SKU02634,Volante Gaming,Gaming,0,15,15,0.00
SKU02734,Ultrabook MSI,Electronica,10,25,15,294370.80
SKU02736,Microfono Acer,Audio,35,50,15,33232.50
SKU02934,Bocina Anker,Audio,15,30,15,8724.75
SKU03305,HDD Externo Epson,Almacenamiento,5,20,15,14164.55
SKU03368,Tarjeta Video Samsung,Componentes,10,25,15,163916.00
SKU03421,Teclado HyperX,Accesorios,5,20,15,8612.40
SKU03457,Teclado Mecanico HP,Accesorios,35,50,15,119551.60
SKU03582,Gabinete,Componentes,0,15,15,0.00
SKU03810,Procesador MSI,Componentes,15,30,15,49211.85
SKU03926,SSD Externo HP,Almacenamiento,5,20,15,21506.85
SKU04053,HDD Externo Xiaomi,Almacenamiento,15,30,15,59113.50
SKU04085,Audifonos Gaming,Audio,0,15,15,0.00
SKU04100,Procesador Lenovo,Componentes,10,25,15,105411.80
SKU04145,Gabinete,Componentes,35,50,15,85916.60
SKU04146,Notebook Kingston,Electronica,0,15,15,0.00
SKU04212,Audifonos Asus,Audio,5,20,15,1062.00
SKU04300,Stylus Kingston,Accesorios,15,30,15,21084.45
SKU04301,Audifonos Bluetooth Logitech,Audio,15,30,15,39472.20
SKU04407,Barra Sonido Sony,Audio,35,50,15,222820.85
SKU04719,Notebook LG,Electronica,0,15,15,0.00
SKU04825,Monitor Gaming Acer,Electronica,5,20,15,31459.70
SKU04885,Bocina Bluetooth BenQ,Audio,5,20,15,6338.30
SKU05045,Stylus Logitech,Accesorios,15,30,15,23684.25
SKU05124,Chromebook,Electronica,0,15,15,0.00
SKU05304,Monitor TP-Link,Electronica,5,20,15,17728.30
SKU05529,Ultrabook MSI,Electronica,15,30,15,282456.15
SKU05598,Audifonos Bluetooth BenQ,Audio,5,20,15,13759.05
SKU05641,Audifonos Gaming Sony,Audio,35,50,15,91256.90
SKU05647,Barra Sonido BenQ,Audio,0,15,15,0.00
SKU05673,MacBook HP,Electronica,0,15,15,0.00
SKU05776,HDD Externo MSI,Almacenamiento,35,50,15,83567.40
SKU05852,Audifonos Gaming Anker,Audio,10,25,15,14264.70
SKU06001,Mouse Gaming Dell,Accesorios,15,30,15,6961.50
SKU06104,MacBook HP,Electronica,5,20,15,112546.80
SKU06151,Bocina Corsair,Audio,5,20,15,3861.85
SKU06288,MacBook HyperX,Electronica,10,25,15,245718.20
SKU06630,MicroSD LG,Almacenamiento,10,25,15,4811.40
SKU06807,Barra Sonido Apple,Audio,10,25,15,52670.10
SKU06840,Mouse SanDisk,Accesorios,15,30,15,2612.85
SKU06853,Microfono USB Samsung,Audio,5,20,15,8654.80
SKU06855,Audifonos Bluetooth Anker,Audio,15,30,15,20349.60
SKU07127,Webcam 4K,Video,10,25,15,30198.70
SKU07189,Teclado Mecanico Canon,Accesorios,10,25,15,38797.50
SKU07200,Audifonos Bluetooth BenQ,Audio,10,25,15,24179.60
SKU07414,Mouse Gaming BenQ,Accesorios,10,25,15,7957.00
SKU07417,Monitor Curvo Epson,Electronica,0,15,15,0.00
SKU07623,Procesador MSI,Componentes,15,30,15,63111.15
SKU07666,Mouse Ergonomico Kingston,Accesorios,5,20,15,7422.05
SKU07685,Tarjeta Video Razer,Componentes,5,20,15,130018.75
SKU07794,Microfono USB Acer,Audio,5,20,15,7002.60
SKU07860,Microfono TP-Link,Audio,10,25,15,25907.30
SKU07947,Touchpad MSI,Accesorios,0,15,15,0.00
SKU07991,Bocina TP-Link,Audio,15,30,15,26908.35
SKU08044,Audifonos Gaming Samsung,Audio,5,20,15,11854.55
SKU08189,Audifonos Bluetooth TP-Link,Audio,0,15,15,0.00
SKU08328,Teclado Gaming Apple,Accesorios,0,15,15,0.00
SKU08419,Mouse Gaming Sony,Accesorios,0,15,15,0.00
SKU08551,Teclado Mecanico WD,Accesorios,10,25,15,21375.70
SKU08776,USB Drive Dell,Almacenamiento,0,15,15,0.00
SKU08858,Audifonos Gaming Asus,Audio,5,20,15,11912.05
SKU08890,MacBook Samsung,Electronica,15,30,15,461724.45
SKU09071,Tarjeta Video WD,Componentes,0,15,15,0.00
SKU09089,HDD TP-Link,Almacenamiento,5,20,15,11684.25
SKU09108,Pantalla Portatil MSI,Electronica,15,30,15,65416.65
SKU09308,Fuente Poder Epson,Componentes,5,20,15,18094.65
SKU09310,SSD Anker,Almacenamiento,5,20,15,6032.60
SKU09347,Mouse Gaming Dell,Accesorios,35,50,15,32033.75
SKU09434,Laptop Lenovo,Electronica,0,15,15,0.00
SKU09524,Chromebook Canon,Electronica,0,15,15,0.00
SKU09585,Docking Station,Cables,15,30,15,31523.85
SKU09715,SSD Canon,Almacenamiento,10,25,15,10616.10
SKU00032,Mouse Gaming,Accesorios,1,15,14,1736.95
SKU00052,Audifonos HP,Audio,11,25,14,3339.05
SKU00088,Teclado Mecanico Epson,Accesorios,16,30,14,43276.32
SKU00089,Notebook Acer,Electronica,6,20,14,104772.54
SKU00196,Laptop SanDisk,Electronica,6,20,14,111253.80
SKU00602,Monitor Curvo SanDisk,Electronica,11,25,14,148065.83
SKU00708,Pantalla Portatil TP-Link,Electronica,1,15,14,4001.35
SKU00756,SSD Acer,Almacenamiento,16,30,14,16078.56
SKU00816,Microfono USB MSI,Audio,11,25,14,25063.06
SKU00994,Bocina MSI,Audio,36,50,14,35166.96
SKU01085,Teclado Mecanico Seagate,Accesorios,11,25,14,12937.21
SKU01267,Touchpad Logitech,Accesorios,16,30,14,27742.88
SKU01285,Monitor MSI,Electronica,6,20,14,55352.46
SKU01312,Monitor Corsair,Electronica,1,15,14,10213.81
SKU01592,Monitor 4K Logitech,Electronica,36,50,14,851252.76
SKU02127,Procesador Anker,Componentes,1,15,14,2340.40
SKU02239,NAS Epson,Almacenamiento,11,25,14,210476.20
SKU02265,Fuente Poder Apple,Componentes,16,30,14,30143.36
SKU02421,Notebook Xiaomi,Electronica,6,20,14,45240.96
SKU02462,Mouse Ergonomico Sony,Accesorios,1,15,14,734.06
SKU02500,Microfono Logitech,Audio,11,25,14,23672.22
SKU02505,Teclado Gaming Asus,Accesorios,11,25,14,44574.64
SKU02755,Adaptador USB,Cables,1,15,14,394.65
SKU02925,Chromebook MSI,Electronica,1,15,14,12653.91
SKU02932,SSD Kingston,Almacenamiento,36,50,14,132179.76
SKU02952,Monitor 4K SanDisk,Electronica,16,30,14,382516.00
SKU03117,Gabinete,Componentes,6,20,14,11775.72
SKU03153,SSD Externo Sony,Almacenamiento,6,20,14,18648.90
SKU03246,Monitor Samsung,Electronica,6,20,14,18121.80
SKU03291,Mouse Gaming Anker,Accesorios,1,15,14,571.17
SKU03333,Audifonos Gaming LG,Audio,1,15,14,1829.63
SKU03431,HDD HP,Almacenamiento,1,15,14,794.95
SKU03590,Notebook HP,Electronica,16,30,14,262924.96
SKU03655,NAS HyperX,Almacenamiento,1,15,14,17374.22
SKU03664,Audifonos Bluetooth Apple,Audio,36,50,14,55287.00
SKU03673,Escaner,Impresion,1,15,14,5910.72
SKU03719,Router Mesh,Redes,16,30,14,33013.12
SKU03863,MicroSD,Almacenamiento,1,15,14,603.10
SKU03878,Barra Sonido Seagate,Audio,1,15,14,6787.18
SKU03939,Chromebook BenQ,Electronica,36,50,14,258810.48
SKU03953,Ultrabook Acer,Electronica,6,20,14,140829.60
SKU04258,SSD,Almacenamiento,1,15,14,1156.87
SKU04869,Stylus WD,Accesorios,1,15,14,471.04
SKU04959,Microfono USB Apple,Audio,6,20,14,5543.34
SKU04964,Audifonos Gaming Dell,Audio,1,15,14,526.31
SKU05012,Touchpad Gigabyte,Accesorios,6,20,14,10176.36
SKU05026,Stylus BenQ,Accesorios,16,30,14,39272.64
SKU05065,Teclado Apple,Accesorios,11,25,14,7591.43
SKU05217,Mousepad,Accesorios,1,15,14,158.42
SKU05249,HDD Externo HP,Almacenamiento,36,50,14,79219.08
SKU05303,Stylus Anker,Accesorios,11,25,14,9873.49
SKU05350,Audifonos Gaming SanDisk,Audio,16,30,14,37787.20
SKU05959,Audifonos Xiaomi,Audio,1,15,14,297.97
SKU05991,Mouse Gaming Samsung,Accesorios,36,50,14,68005.44
SKU06184,Teclado Dell,Accesorios,6,20,14,9990.30
SKU06280,Teclado Mecanico Apple,Accesorios,6,20,14,13330.08
SKU06300,Monitor Curvo Canon,Electronica,6,20,14,115831.80
SKU06345,Monitor Curvo Samsung,Electronica,36,50,14,475937.28
SKU06430,Monitor,Electronica,36,50,14,152416.80
SKU06438,Ultrabook Seagate,Electronica,1,15,14,16218.49
SKU06476,Teclado Gaming Seagate,Accesorios,1,15,14,4288.61
SKU06493,Bocina Xiaomi,Audio,6,20,14,3019.80
SKU06926,Procesador Corsair,Componentes,1,15,14,9951.53
SKU07088,Audifonos Gigabyte,Audio,1,15,14,430.17
SKU07283,SSD Lenovo,Almacenamiento,1,15,14,1401.59
SKU07341,Laptop Xiaomi,Electronica,1,15,14,10542.21
SKU07598,Pantalla Portatil Dell,Electronica,6,20,14,40536.24
SKU07618,Microfono USB Canon,Audio,6,20,14,9797.22
SKU07640,Chromebook SanDisk,Electronica,16,30,14,180812.32
SKU07672,Notebook Seagate,Electronica,11,25,14,176264.00
SKU07733,HDD BenQ,Almacenamiento,36,50,14,55327.68
SKU07835,MicroSD Logitech,Almacenamiento,36,50,14,29405.16
SKU07885,Monitor Gaming Kingston,Electronica,6,20,14,42212.58
SKU08097,Procesador Canon,Componentes,6,20,14,92705.88
SKU08160,Monitor Curvo BenQ,Electronica,1,15,14,6620.29
SKU08269,Pantalla Portatil Anker,Electronica,1,15,14,3562.47
SKU08367,Stylus MSI,Accesorios,11,25,14,22495.99
SKU08392,Volante Gaming,Gaming,6,20,14,45249.96
SKU08499,Bocina TP-Link,Audio,36,50,14,23996.16
SKU08587,Chromebook Xiaomi,Electronica,16,30,14,206397.60
SKU08725,Mouse Gaming Apple,Accesorios,6,20,14,8636.58
SKU08949,Teclado Mecanico SanDisk,Accesorios,11,25,14,25112.01
SKU08959,Mouse Razer,Accesorios,11,25,14,2832.72
SKU09090,Bocina MSI,Audio,11,25,14,7230.19
SKU09567,Tarjeta Video Xiaomi,Componentes,1,15,14,9091.95
SKU09602,Monitor Kingston,Electronica,1,15,14,3147.91
SKU09827,Monitor Apple,Electronica,1,15,14,5014.06
SKU00011,NAS HyperX,Almacenamiento,12,25,13,72819.36
SKU00040,Mouse Gaming MSI,Accesorios,7,20,13,3765.79
SKU00082,Touchpad Acer,Accesorios,2,15,13,3815.06
SKU00108,Monitor Lenovo,Electronica,2,15,13,15552.46
SKU00164,Procesador Kingston,Componentes,12,25,13,79635.24
SKU00168,Cartucho Tinta,Impresion,2,15,13,1396.78
SKU00511,Procesador Epson,Componentes,7,20,13,100428.86
SKU00808,MicroSD Apple,Almacenamiento,2,15,13,642.26
SKU00834,NAS Corsair,Almacenamiento,12,25,13,211092.12
SKU00845,SSD Gigabyte,Almacenamiento,2,15,13,2705.38
SKU01029,Microfono Xiaomi,Audio,37,50,13,71049.25
SKU01034,Audifonos Bluetooth BenQ,Audio,2,15,13,6850.32
SKU01205,Stylus SanDisk,Accesorios,2,15,13,1789.82
SKU01238,Monitor Gaming Samsung,Electronica,12,25,13,152006.88
SKU01301,Teclado Apple,Accesorios,7,20,13,3688.09
SKU01309,HDD Externo Epson,Almacenamiento,7,20,13,10534.02
SKU01346,Procesador,Componentes,17,30,13,103805.23
SKU01366,SSD Lenovo,Almacenamiento,7,20,13,13579.37
SKU01373,Audifonos Gaming Logitech,Audio,7,20,13,18303.88
SKU01407,Router Mesh,Redes,17,30,13,80914.39
SKU01528,Licencia Office,Software,17,30,13,28713.51
SKU01538,Teclado HP,Accesorios,12,25,13,4416.00
SKU01607,NAS MSI,Almacenamiento,2,15,13,21158.92
SKU01624,NAS Dell,Almacenamiento,2,15,13,15393.14
SKU01750,Pantalla Portatil Lenovo,Electronica,7,20,13,45708.88
SKU01792,Mochila Laptop,Accesorios,7,20,13,14993.23
SKU01820,Audifonos Samsung,Audio,17,30,13,5366.73
SKU01918,Audifonos Bluetooth,Audio,7,20,13,3534.93
SKU02174,Monitor HyperX,Electronica,12,25,13,119936.16
SKU02371,Microfono USB Logitech,Audio,37,50,13,72614.35
SKU02432,Teclado Mecanico Lenovo,Accesorios,2,15,13,5114.06
SKU02741,Ultrabook Seagate,Electronica,37,50,13,617563.67
SKU02800,HDD Externo Canon,Almacenamiento,37,50,13,109920.71
SKU02811,Laptop TP-Link,Electronica,12,25,13,239000.16
SKU02852,Bocina Bluetooth Canon,Audio,2,15,13,1864.10
SKU02871,Audifonos Bluetooth Epson,Audio,17,30,13,11566.12
SKU02888,NAS Anker,Almacenamiento,17,30,13,356283.96
SKU02917,Teclado Mecanico Epson,Accesorios,7,20,13,22458.52
SKU03033,Notebook Lenovo,Electronica,2,15,13,30881.60
SKU03212,Teclado Gaming Lenovo,Accesorios,2,15,13,4406.64
SKU03474,Monitor Gaming Logitech,Electronica,17,30,13,126216.16
SKU03520,Bocina Asus,Audio,7,20,13,10046.26
SKU03535,Bocina Bluetooth Gigabyte,Audio,37,50,13,48354.56
SKU03609,MacBook Canon,Electronica,7,20,13,264003.39
SKU03612,NAS Gigabyte,Almacenamiento,12,25,13,205461.48
SKU03906,Tarjeta Video Logitech,Componentes,37,50,13,609462.52
SKU03907,HDD HyperX,Almacenamiento,2,15,13,1376.60
SKU04048,Mouse Gaming Canon,Accesorios,37,50,13,25933.30
SKU04060,Touchpad Apple,Accesorios,12,25,13,19190.64
SKU04087,Microfono USB Logitech,Audio,2,15,13,1967.48
SKU04110,Audifonos Bluetooth HP,Audio,7,20,13,15853.46
SKU04231,SSD Logitech,Almacenamiento,37,50,13,46426.12
SKU04332,Chromebook Logitech,Electronica,7,20,13,65512.23
SKU04386,USB Drive Samsung,Almacenamiento,7,20,13,468.37
SKU04594,HDD Externo Corsair,Almacenamiento,17,30,13,51795.60
SKU04697,USB Drive WD,Almacenamiento,12,25,13,1096.68
SKU05005,SSD Externo Acer,Almacenamiento,7,20,13,31605.98
SKU05106,SSD Externo Sony,Almacenamiento,17,30,13,83143.09
SKU05163,Teclado Mecanico WD,Accesorios,12,25,13,21061.32
SKU05405,MicroSD Canon,Almacenamiento,7,20,13,5685.19
SKU05427,MicroSD Lenovo,Almacenamiento,7,20,13,1759.24
SKU05457,Tarjeta Video HyperX,Componentes,2,15,13,25029.44
SKU05691,Audifonos Bluetooth SanDisk,Audio,2,15,13,6940.38
SKU05728,Procesador Asus,Componentes,7,20,13,51973.95
SKU05838,Audifonos Bluetooth Canon,Audio,2,15,13,4912.62
SKU05850,MicroSD Logitech,Almacenamiento,12,25,13,7482.96
SKU05918,Bocina Canon,Audio,7,20,13,14069.16
SKU05988,Fuente Poder Canon,Componentes,2,15,13,5847.84
SKU06160,Mouse Ergonomico Razer,Accesorios,2,15,13,2136.66
SKU06242,Bocina Samsung,Audio,7,20,13,2950.22
SKU06270,Pantalla Portatil HyperX,Electronica,7,20,13,22462.23
SKU06350,NAS MSI,Almacenamiento,2,15,13,42338.66
SKU06363,Barra Sonido Canon,Audio,2,15,13,13545.46
SKU06416,MicroSD HP,Almacenamiento,17,30,13,9122.54
SKU06452,Bocina Bluetooth Apple,Audio,2,15,13,6102.86
SKU06464,Notebook TP-Link,Electronica,7,20,13,82580.19
SKU06485,Monitor Epson,Electronica,2,15,13,25373.54
SKU06638,HDD Samsung,Almacenamiento,7,20,13,5871.32
SKU06671,Tarjeta Video Gigabyte,Componentes,7,20,13,139741.21
SKU06773,HDD Externo LG,Almacenamiento,12,25,13,12504.24
SKU06909,Stylus Samsung,Accesorios,7,20,13,8099.56
SKU07119,Ultrabook Gigabyte,Electronica,17,30,13,439178.17
SKU07195,Ultrabook Logitech,Electronica,2,15,13,39547.72
SKU07360,Bocina Bluetooth HP,Audio,12,25,13,21489.60
SKU07503,Microfono Anker,Audio,12,25,13,17685.96
SKU07773,MacBook WD,Electronica,17,30,13,489648.79
SKU07864,Tapete Gaming,Gaming,12,25,13,5054.28
SKU07944,Teclado Gaming WD,Accesorios,7,20,13,19714.94
SKU08003,HDD Externo WD,Almacenamiento,7,20,13,11886.56
SKU08013,RAM Samsung,Componentes,12,25,13,17819.40
SKU08061,Tarjeta Video Lenovo,Componentes,7,20,13,204179.50
SKU08245,Bocina Bluetooth Kingston,Audio,2,15,13,3381.16
SKU08259,SSD BenQ,Almacenamiento,17,30,13,20373.31
SKU08288,Pantalla Portatil SanDisk,Electronica,2,15,13,3629.40
SKU08363,RAM HyperX,Componentes,37,50,13,56165.63
SKU08464,Microfono Logitech,Audio,7,20,13,21369.46
SKU08524,Mouse Logitech,Accesorios,17,30,13,6710.07
SKU08540,Bocina Epson,Audio,2,15,13,1170.86
SKU08649,Laptop Asus,Electronica,2,15,13,38814.18
SKU08771,Stylus WD,Accesorios,12,25,13,25809.48
SKU08800,Teclado Gaming BenQ,Accesorios,17,30,13,70463.98
SKU08905,Tarjeta Video Asus,Componentes,7,20,13,66693.76
SKU09112,MicroSD Seagate,Almacenamiento,17,30,13,13024.21
SKU09160,Notebook Logitech,Electronica,17,30,13,236726.70
SKU09303,Stylus Dell,Accesorios,2,15,13,3339.00
SKU09370,Mouse Gaming Sony,Accesorios,7,20,13,13656.44
SKU09446,Notebook Asus,Electronica,2,15,13,25659.66
SKU09466,Audifonos Kingston,Audio,12,25,13,6529.56
SKU09492,Audifonos Bluetooth Corsair,Audio,2,15,13,1473.44
SKU09514,Audifonos Bluetooth Apple,Audio,2,15,13,2251.20
SKU09675,Microfono USB,Audio,12,25,13,13906.32
SKU09700,Microfono WD,Audio,12,25,13,9694.80
SKU09714,Pantalla Portatil HP,Electronica,7,20,13,26452.65
SKU09723,Monitor 4K MSI,Electronica,17,30,13,181561.87
SKU09760,Mouse Gaming Seagate,Accesorios,12,25,13,21596.88
SKU09832,HDD Externo BenQ,Almacenamiento,17,30,13,31708.06
SKU00022,Touchpad MSI,Accesorios,3,15,12,3220.59
SKU00528,Mouse Seagate,Accesorios,18,30,12,3330.36
SKU00772,Monitor Curvo Samsung,Electronica,8,20,12,90344.16
SKU00866,Teclado Apple,Accesorios,3,15,12,3691.53
SKU00926,USB Drive WD,Almacenamiento,18,30,12,3862.26
SKU00935,Teclado Mecanico Logitech,Accesorios,18,30,12,71781.48
SKU00967,Mouse Gaming SanDisk,Accesorios,8,20,12,12331.36
SKU00970,SSD Apple,Almacenamiento,18,30,12,60919.02
SKU00997,Notebook LG,Electronica,8,20,12,114990.40
SKU01229,Audifonos Bluetooth Samsung,Audio,13,25,12,30964.83
SKU01260,USB Drive Kingston,Almacenamiento,38,50,12,10139.54
SKU01294,HDD Asus,Almacenamiento,13,25,12,11296.35
