sku,nombre,categoria,precio,stock,stock_minimo
SKU02905,Audifonos Anker,Audio,443.19,10,50
SKU02906,Monitor Gaming Dell,Electronica,9295.33,4,20
SKU02907,Monitor Gaming Lenovo,Electronica,sin_dato,42,15
SKU02908,Pantalla Portatil Xiaomi,Electronica,3551.66,14,5
SKU02909,MicroSD Dell,Almacenamiento,720.69,1,50
SKU02910,Adaptador USB,Cables,145.84,15,10
SKU02911,Monitor Curvo HP,Electronica,13869.40,44,15
SKU02912,Audifonos BenQ,Audio,null,39,15
SKU02913,Tarjeta Video Kingston,Componentes,15534.07,3,30
SKU02914,Bocina Bluetooth LG,Audio,2012.57,0,5
SKU02915,Pantalla Portatil HP,Electronica,5296.81,12,15
SKU02916,Tarjeta Video Anker,Componentes,13112.95,39,20
SKU02917,Teclado Mecanico Epson,Accesorios,3208.36,7,20
SKU02918,Monitor 4K Asus,Electronica,9479.49,8,abc
SKU02919,Monitor Gigabyte,Electronica,9021.92,135,50
SKU02920,Monitor Acer,Electronica,11689.02,7,5
SKU02921,MicroSD SanDisk,Almacenamiento,295.91,2,5
SKU02922,Monitor 4K Xiaomi,Electronica,12639.76,14,10
SKU02923,Teclado Mecanico Canon,Accesorios,3695.22,21,10
SKU02924,RAM Epson,Componentes,876.79,1,25
SKU02925,Chromebook MSI,Electronica,12653.91,1,15
SKU02926,Microfono Corsair,Audio,1297.83,13,5
SKU02927,Chromebook WD,Electronica,5901.86,28,15
SKU02928,Teclado Mecanico Epson,Accesorios,1424.58,3,15
SKU02929,Monitor Anker,Electronica,7288.80,36,15
SKU02930,Teclado Gigabyte,Accesorios,380.88,22,20
SKU02931,Teclado LG,Accesorios,832.81,41,50
SKU02932,SSD Kingston,Almacenamiento,3671.66,36,50
SKU02933,Teclado Gigabyte,Accesorios,354.10,20,15
SKU02934,Bocina Anker,Audio,581.65,15,30
SKU02935,Barra Sonido Anker,Audio,1678.28,34,20
SKU02936
SKU02937,Monitor Curvo Dell,Electronica,8235.20,49,20
SKU02938,Teclado Gaming,Accesorios,3060.78,16,25,inf
SKU02939,Monitor Curvo Gigabyte,Electronica,9440.65,12,5
SKU02940,Notebook Canon,Electronica,11048.77,13,20
SKU02941,MicroSD BenQ,Almacenamiento,304.30,5,30
SKU02942,Ultrabook SanDisk,Electronica,23799.42,62,30
SKU02943,Teclado Mecanico Acer,Accesorios,1871.01,11,5
SKU02944,Chromebook Samsung,Electronica,11362.92,3,10
SKU02945,Microfono USB Samsung,Audio,1063.74,21,30
SKU02946,Ultrabook Xiaomi,Electronica,17783.84,24,15
SKU02947,Procesador Canon,Componentes,4377.22,53,20
SKU02948,Funda Tablet,Accesorios,411.66,88,30
SKU02949,Fuente Poder Asus,Componentes,1495.90,36,15
SKU02950,Fuente Poder Corsair,Componentes,1794.12,11,vacio
SKU02951,Teclado Gaming Apple,Accesorios,3588.96,40,25
SKU02952,Monitor 4K SanDisk,Electronica,23907.25,16,30
SKU02953,HDD TP-Link,Almacenamiento,1769.92,93,50
SKU02954,Bocina Sony,Audio,373.58,2,10
SKU02955,MacBook HyperX,Electronica,37289.39,44,20
SKU02956,Ultrabook Sony,Electronica,15850.27,55,25
SKU02957,USB Drive Anker,Almacenamiento,145.86,10,20
SKU02958,Webcam HD,Video,410.71,37,25,null,$100
SKU02959,Mouse Ergonomico Razer,Accesorios,660.08,49,20
SKU02960,USB Drive Anker,Almacenamiento,277.98,11,50
SKU02961,NAS Dell,Almacenamiento,19111.96,108,50
SKU02962,Audifonos Gaming Gigabyte,Audio,830.56,2,5
SKU02963,Tarjeta Video Sony,Componentes,17297.33,25,15
SKU02964,HDD Externo,Almacenamiento,991.24,11,10
SKU02965,Laptop,Electronica,17607.44,53,25
SKU02966,NAS SanDisk,Almacenamiento,12652.34,23,25
SKU02967,Mouse Asus,Accesorios,572.36,55,30
SKU02968,Mouse Gaming Corsair,Accesorios,833.25,33,15
SKU02969,SSD Externo Canon,Almacenamiento,1867.93,39,30
SKU02970,Audifonos Gaming TP-Link,Audio,1756.33,32,30
SKU02971,MicroSD HP,Almacenamiento,159.47,12,10
SKU02972,Audifonos HP,Audio,454.73,51,25
SKU02973,MicroSD WD,Almacenamiento,673.96,6,mil
SKU02974,Monitor Gaming Gigabyte,Electronica,20621.43,30,25
SKU02975,Notebook LG
SKU02976,Monitor 4K Corsair,Electronica,20995.48,12,12..5
SKU02977,HDD Externo BenQ,Almacenamiento,2332.51,8,30
SKU02978,Teclado Mecanico Dell,Accesorios,2989.45,31,15,mil,---
SKU02979,Procesador TP-Link
SKU02980,HDD Externo Apple,Almacenamiento,1327.17,21,20
SKU02981,MacBook Sony,Electronica,31828.92,3,10
SKU02982,Audifonos Bluetooth HyperX,Audio,1332.55,26,10
SKU02983,Mouse Gaming Asus,Accesorios,377.72,44
SKU02984,Tarjeta Video BenQ,Componentes,8683.70,8,5
SKU02985,Bocina Bluetooth,Audio,2918.09,47,30
SKU02986
SKU02987,Microfono Asus,Audio,1482.93,14,30
SKU02988,Pantalla Portatil SanDisk,Electronica,4925.39,100,50
SKU02989,SSD LG,Almacenamiento,1500.16,60,20
SKU02990,Monitor Samsung,Electronica,6968.13,44,25
SKU02991,HDD Externo Dell,Almacenamiento,2308.58,5,30
SKU02992,HDD Razer,Almacenamiento,1554.06,48,20
SKU02993,SSD TP-Link,Almacenamiento,1276.00,10,10,sin_dato
SKU02994,Teclado Mecanico SanDisk,Accesorios,1030.47,7,10
SKU02995
SKU02996,Audifonos Bluetooth,Audio,2459.31,0,30
SKU02997,Cartucho Tinta,Impresion,335.24,29,30
SKU02998,Mouse Sony,Accesorios,313.68,10,30
SKU02999,Procesador Anker,Componentes,8467.55,10,50
SKU03000,Gabinete,Componentes,3731.87,24,20
SKU03001,Audifonos Bluetooth Logitech,Audio,771.33,0,10
SKU03002,RAM HP,Componentes,1291.24,26,10
SKU03003,Notebook WD,Electronica,9186.41,61,30
SKU03004,USB Drive Gigabyte,Almacenamiento,247.64,2,5
SKU03005,Teclado Logitech,Accesorios,914.55,25,50
SKU03006,MacBook Epson,Electronica,40665.59,18,30
SKU03007,Procesador Corsair,Componentes,7239.76,74,30
SKU03008,Mouse Ergonomico MSI,Accesorios,638.96,11,vacio
SKU03009,RAM Xiaomi,Componentes,1527.09,68,25
SKU03010,Procesador Epson,Componentes,8011.91,5,15
SKU03011,Pantalla Portatil Gigabyte,Electronica,2618.68,9,15
SKU03012,MicroSD Kingston,Almacenamiento,179.25,27,20
SKU03013,Chromebook Apple
SKU03014,Monitor Asus,Electronica,3376.60,65,25
SKU03015,Procesador Dell,Componentes,5645.26,17,50
SKU03016,Mouse Gaming Asus,Accesorios,1321.66,30,50
SKU03017,SSD Externo Razer,Almacenamiento,1363.65,3,30
SKU03018,Teclado Mecanico Apple,Accesorios,901.56,46,50,---
SKU03019,NAS Logitech,Almacenamiento,16439.45,9,5
SKU03020,Teclado Mecanico,Accesorios,3806.89,0,10
SKU03021,Audifonos Gaming Seagate,Audio,1359.03,8,20
SKU03022,Mouse Ergonomico Lenovo,Accesorios,1239.89,38,30
SKU03023,Pantalla Portatil Gigabyte,Electronica,9585.10,62,30
SKU03024,Mouse TP-Link,Accesorios,181.70,59,50
SKU03025,SSD,Almacenamiento,4375.58,12,10
SKU03026,Microfono USB Logitech,Audio,985.10,41,None
SKU03027,Touchpad Apple,Accesorios,907.29,26,10
SKU03028,Stylus Samsung,Accesorios,2184.14,15,5
SKU03029,Bocina Bluetooth Razer,Audio,3758.31,7,25
SKU03030,MicroSD LG,Almacenamiento,273.51,101,50
SKU03031,HDD Externo Sony,Almacenamiento,2681.93,22,25,None
SKU03032,NAS Asus,Almacenamiento,15218.11,79,50
SKU03033,Notebook Lenovo,Electronica,15440.80,2,15
SKU03034,Bocina Bluetooth Acer,Audio,1359.72,6,5
SKU03035,Microfono SanDisk,Audio,2003.31,31,20,,---,pendiente
SKU03036,Soporte Laptop,Accesorios,486.21,10,5
SKU03037,Monitor Gaming Logitech,Electronica,12149.05,1,10
SKU03038,Audifonos Gaming HyperX,Audio,988.59,4,25
SKU03039,Laptop Razer,Electronica,21479.13,62,25
SKU03040,SSD Externo Kingston,Almacenamiento,2995.50,71,30
SKU03041,Teclado Mecanico,Accesorios,1516.89,79,30
SKU03042,Audifonos Bluetooth Acer,Audio,2840.33
SKU03043,Laptop Anker,Electronica,13024.92,45,25
SKU03044,USB Drive Seagate,Almacenamiento,176.51,5,10
SKU03045,Mousepad XL,Accesorios,275.18,5,5,mil,???
SKU03046,Monitor 4K Xiaomi,Electronica,12182.39,30,10
SKU03047,Chromebook Samsung,Electronica,9101.39,4,10, 
SKU03048,Monitor Curvo Lenovo,Electronica,12512.52,128,50
SKU03049,Funda Laptop,Accesorios,345.48,24,25
SKU03050,Ultrabook Xiaomi,Electronica
SKU03051,Pantalla Portatil Seagate,Electronica,3223.85,81,30
SKU03052,Barra Sonido BenQ,Audio,5593.58,2,3,500
SKU03053,Microfono Canon,Audio,1784.41,8,5
SKU03054,RAM Acer,Componentes,1536.70,4,5
SKU03055,RAM Samsung,Componentes,1936.08,0,25
SKU03056,Monitor Curvo Asus,Electronica,19485.51,8,5
SKU03057,Mouse Gaming TP-Link,Accesorios,1011.19,7,30
SKU03058,Notebook Sony,Electronica,11119.90,54,25
SKU03059,Chromebook Canon,Electronica,8913.49,5,5
SKU03060,Audifonos WD,Audio,616.72,37,25
SKU03061,USB Drive WD,Almacenamiento,193.62,76,30
SKU03062,Licencia Antivirus,Software,565.12,47,20
SKU03063,Fuente Poder Canon,Componentes,3344.02,2,5
SKU03064,SSD Logitech,Almacenamiento,3147.37,137,50
SKU03065,Touchpad Anker,Accesorios,1230.74,16,20
SKU03066,Audifonos Bluetooth Gigabyte,Audio,error,15,5
SKU03067,Teclado Mecanico SanDisk,Accesorios,1342.86,49,20
SKU03068,Monitor Kingston,Electronica,7461.71,28,25
SKU03069,Audifonos Bluetooth Apple,Audio,2050.24, ,30
SKU03070,Monitor Curvo Epson,Electronica,11964.76,15,25
SKU03071,USB Drive Samsung,Almacenamiento,111.23,68,50
SKU03072,Laptop SanDisk,Electronica,8649.86,2,25
SKU03073,Notebook Gigabyte,Electronica,16265.60,4,5
SKU03074,Mouse Ergonomico Asus,Accesorios,651.41,1,10
SKU03075,MacBook Logitech,Electronica,35297.96,9,5
SKU03076,HDD Corsair,Almacenamiento,1772.92,5,50
SKU03077,Audifonos Gaming SanDisk,Audio,1110.14,5,15
SKU03078,Audifonos Bluetooth HP,Audio,838.25,21,25
SKU03079,SSD Anker,Almacenamiento,2130.95,0,10
SKU03080,SSD Xiaomi,Almacenamiento,3441.73,69,30
SKU03081,Powerbank,Accesorios,1367.72,31,15
SKU03082,Fuente Poder Gigabyte,Componentes,2134.73,11,5
SKU03083,Mouse HyperX,Accesorios,226.74,9,5
SKU03084,Chromebook Xiaomi,Electronica,11677.02,56,30
SKU03085,Teclado WD,Accesorios,1589.83,9,5
SKU03086,Audifonos Gaming Logitech,Audio,2022.89,2,10
SKU03087,Mouse Ergonomico Kingston,Accesorios,647.46,11,5
SKU03088,Notebook Razer,Electronica,13308.00,4,10
SKU03089,Bocina Bluetooth Canon,Audio,2519.50,67,30
SKU03090,Notebook Razer,Electronica,17033.18,8,25
SKU03091,Mouse Lenovo,Accesorios,477.73,4,10
SKU03092,Funda Tablet,Accesorios,309.45,18,15
SKU03093,Procesador WD,Componentes,error,117,50
SKU03094,Teclado Mecanico Anker,Accesorios,2530.18,83,50
SKU03095,Teclado Corsair,Accesorios,1304.08,26,20
SKU03096,Stylus HP,Accesorios,2372.99,67,25
SKU03097,Mouse Gaming WD,Accesorios,2095.55,63,25
SKU03098,Procesador Apple,Componentes,4442.72,37,20
SKU03099,NAS Logitech,Almacenamiento,8466.66,98,50
SKU03100,Teclado Mecanico Anker,Accesorios,2264.05,48,25
SKU03101,Mouse LG,Accesorios
SKU03102,NAS Samsung,Almacenamiento,13576.76,30,15
SKU03103,Microfono USB SanDisk,Audio,1264.22,17,25
SKU03104,Monitor Gaming TP-Link,Electronica,14008.42,43,15
SKU03105,MicroSD Lenovo,Almacenamiento,243.47,2,10
SKU03106,USB Drive,Almacenamiento,214.30,17,10
SKU03107,Smartwatch,Electronica,5040.36,12,15
SKU03108,Teclado Gaming Anker,Accesorios,982.58,13,5
SKU03109,Monitor Acer,Electronica,5397.38,???,10
SKU03110,Microfono USB Asus,Audio,,70,50
SKU03111,Ultrabook Razer,Electronica,24632.31,45,30
SKU03112,Mouse Asus,Accesorios,436.42,22,10
SKU03113,Teclado Apple,Accesorios,1125.83,pendiente,5
SKU03114,NAS TP-Link,Almacenamiento,15768.21,33,20
SKU03115,Ultrabook Xiaomi,Electronica,#REF!,10,10
SKU03116,RAM LG,Componentes,2688.64,18,30
SKU03117,Gabinete,Componentes,1962.62,6,20
SKU03118,Notebook Acer,Electronica,13873.26,6,15
SKU03119,Monitor Sony,Electronica,9525.46,3,15
SKU03120,MacBook Epson,Electronica,28984.65,23,20,---,sin_dato
SKU03121,Touchpad Razer,Accesorios,1384.77,75,30
SKU03122,MacBook Canon,Electronica,35675.73,27,15
SKU03123,HDD Externo Canon,Almacenamiento,2834.67,27,25
SKU03124,Monitor 4K SanDisk,Electronica,,4,50
SKU03125,Laptop Samsung
SKU03126,Teclado Kingston,Accesorios,1585.63,3,5
SKU03127,Bocina Bluetooth Dell,Audio,2918.86,71,30
SKU03128,Notebook HyperX,Electronica
SKU03129,MicroSD Epson,Almacenamiento,567.32,13,10
SKU03130,Ultrabook Logitech,Electronica,28561.15,25,30
SKU03131,Barra Sonido Dell,Audio,4533.23,4,5
SKU03132,Monitor Curvo Lenovo,Electronica,19359.89,34,15
SKU03133,Monitor Gaming,Electronica,16162.77,4,5
SKU03134,Notebook Lenovo,Electronica,9466.07,0,5
SKU03135,Teclado TP-Link,Accesorios,448.81,21,25
SKU03136,Laptop Corsair,Electronica,22099.17,98,50
SKU03137,HDD WD,Almacenamiento,1080.85,84,30
SKU03138,Mouse Sony,Accesorios,391.67,106,50
SKU03139,Microfono USB SanDisk,Audio,abc,51,25
SKU03140,MacBook Lenovo,Electronica,40302.12,56,30
SKU03141,HDD Sony,Almacenamiento,1471.86,10,5
SKU03142,Notebook Gigabyte,Electronica,22978.17,1,5
SKU03143,Laptop Logitech,Electronica,10508.83,65,30
SKU03144,USB Drive Lenovo,Almacenamiento,67.97,15
SKU03145,Cable USB C,Cables,178.96,32,30
SKU03146,SSD Corsair,Almacenamiento,1513.30,18,15
SKU03147,Monitor Asus,Electronica,7836.95,17,20
SKU03148,HDD Externo Xiaomi,Almacenamiento,1024.30,14,50
SKU03149,Stylus Anker,Accesorios,936.92,40,25,error,pendiente
SKU03150,HDD Externo Razer,Almacenamiento,2270.93,4,30
SKU03151,Monitor Curvo Lenovo,Electronica,10433.17,3,50
SKU03152,Audifonos WD,Audio,563.15,8,25
SKU03153,SSD Externo Sony,Almacenamiento,3108.15,6,20
SKU03154,Audifonos Gaming HyperX,Audio,1506.54,120,50
SKU03155,Teclado,Accesorios,658.06,75,25,---,$100,#REF!
SKU03156,Monitor Curvo Canon,Electronica,13850.56,cien,5
SKU03157,Audifonos Seagate
SKU03158,Audifonos Gigabyte,Audio,905.47,mil,30
SKU03159,Mouse Apple,Accesorios,200.78,27,20
SKU03160,MicroSD Corsair,Almacenamiento,257.75,19,10
SKU03161,Mouse LG,Accesorios,304.94,14,25
SKU03162,MicroSD Sony,Almacenamiento,423.52,26,15
SKU03163,Teclado HP,Accesorios,608.76,11,5
SKU03164,USB Drive HP,Almacenamiento,222.15,10,5
SKU03165,Teclado Anker,Accesorios,581.59,103,50
SKU03166,Mouse Gaming Logitech,Accesorios,1976.34,73,25
SKU03167,Laptop SanDisk,Electronica,20633.97,22,30
SKU03168,Notebook Lenovo,Electronica,17614.15,72,30,cien,12..5
SKU03169,RAM Lenovo,Componentes,1346.10,62,25
SKU03170,Chromebook MSI,Electronica,12162.42,7,25,???,cien,---
SKU03171,HDD Externo SanDisk,Almacenamiento,883.18,0,None
SKU03172,MacBook LG,Electronica,37934.10,31,50
SKU03173,MacBook Xiaomi,Electronica,29076.73,42,50
SKU03174,HDD Anker,Almacenamiento,1057.29,73,25
SKU03175,Teclado Gaming TP-Link,Accesorios,5146.81,18,20
SKU03176,Microfono Kingston,Audio,2392.41,6,#REF!
SKU03177,Notebook Logitech,Electronica,#REF!,10,5
SKU03178,Touchpad LG,Accesorios,1332.25,29,15
SKU03179,USB Drive MSI,Almacenamiento,280.60,4,10
SKU03180,Monitor 4K Logitech,Electronica,16914.54,67,25
SKU03181,Tarjeta Video Canon,Componentes,NaN,13,20
SKU03182,MicroSD Asus,Almacenamiento,392.82,4,10
SKU03183,Notebook Samsung,Electronica,17095.26,60,25
SKU03184,Licencia Antivirus,Software,597.72,19,20
SKU03185,Microfono SanDisk,Audio,3,500,38,30
SKU03186,Monitor 4K BenQ,Electronica,27370.31,4,10
SKU03187,Procesador Logitech,Componentes,9653.86,63,30
SKU03188,Tarjeta Video Gigabyte,Componentes,8266.77,25,20
SKU03189,Teclado TP-Link,Accesorios,570.25,15,20
SKU03190,Mouse Gaming Epson,Accesorios,1235.87,57,25
SKU03191,SSD Lenovo,Almacenamiento,3782.82,1,20
SKU03192,Microfono Anker,Audio,2557.72,0,5
SKU03193,RAM Lenovo,Componentes,1045.39,5,5
SKU03194,Microfono,Audio,2360.12,32,15
SKU03195,Teclado Gaming Asus,Accesorios,3098.03,10,5
SKU03196,Mouse Gaming Seagate,Accesorios,765.12,2,50
SKU03197,HDD Externo Anker,Almacenamiento,1817.21,17,10
SKU03198,Mouse Gaming Kingston,Accesorios,1611.84,1,5
SKU03199,Procesador Lenovo,Componentes,10868.88,39,20
SKU03200,RAM Apple,Componentes,587.93,76,30
SKU03201,Teclado Seagate,Accesorios,692.15,140,50
SKU03202,Stylus SanDisk,Accesorios,515.36,85,50
SKU03203,Teclado Mecanico Kingston,Accesorios,2158.50,28,20
SKU03204,Teclado Gaming HP,Accesorios,4288.00,80,50
SKU03205,Bocina,Audio,788.79,37,15
SKU03206,RAM,Componentes,920.46,43,30
SKU03207,SSD Externo BenQ,Almacenamiento,3343.63,29,15
SKU03208,Bocina HyperX,Audio,897.90,29,20
SKU03209,HDD Externo Corsair,Almacenamiento,2743.06,3,20
SKU03210,Bocina HyperX,Audio,641.19,110,50
SKU03211,Barra Sonido Acer,Audio,7386.26,cien,25
SKU03212,Teclado Gaming Lenovo,Accesorios,2203.32,2,15
SKU03213,Audifonos Bluetooth HP,Audio,1070.76,7,5
SKU03214,Audifonos Bluetooth Acer,Audio,1733.01,17,20
SKU03215,Bocina Bluetooth,Audio,1094.78,71,50
SKU03216,Pantalla Portatil Apple,Electronica,3520.71,3,
SKU03217,Monitor Gaming MSI,Electronica,10780.46,76,50
SKU03218,Mouse Gaming Dell,Accesorios,1171.19,20,20
SKU03219,RAM WD,Componentes,1835.46,7,5
SKU03220,Barra Sonido Razer,Audio,7564.49,9,15
SKU03221,Notebook Razer,Electronica,18963.18,null,5
SKU03222,NAS Anker,Almacenamiento,12561.02,30,20
SKU03223,Monitor 4K Xiaomi,Electronica,None,74,30
SKU03224,NAS Dell,Almacenamiento,20059.64,130,50
SKU03225,Laptop BenQ,Electronica,17355.91,10,15
SKU03226,Bocina Bluetooth Samsung,Audio,1047.24,25,10
SKU03227,Laptop Sony,Electronica
SKU03228,Procesador Razer,Componentes,14761.42,30,INVALIDO
SKU03229,Mochila Laptop,Accesorios,1369.22,34,20
SKU03230,Audifonos Gaming Acer,Audio,1202.86,3,10
SKU03231,Audifonos Bluetooth Asus,Audio,2799.67
SKU03232,Barra Sonido MSI,Audio,5376.91,23,25
SKU03233,Tarjeta Video Canon,Componentes,9594.48,11,mil
SKU03234,Notebook Anker,Electronica,17429.76,48,20
SKU03235,Monitor Gaming HyperX,Electronica,11489.15,29,10
SKU03236,MacBook WD,Electronica,pendiente,15,5
SKU03237,Stylus SanDisk,Accesorios,1971.06,32,15
SKU03238,Barra Sonido Lenovo,Audio,2938.19,0,10
SKU03239,NAS Kingston,Almacenamiento,7387.79,53,20
SKU03240,SSD,Almacenamiento,1835.51,10,30
SKU03241,Teclado MSI,Accesorios,1685.87,40,15
SKU03242,Monitor Gaming Lenovo,Electronica,17889.91,8,10,mil
SKU03243,Teclado Dell,Accesorios,1122.82
SKU03244,Mouse LG,Accesorios,465.61,3,10
SKU03245,RAM Apple,Componentes,1319.87,6,5
SKU03246,Monitor Samsung,Electronica,3020.30,6,20
SKU03247,Mouse HP,Accesorios,421.39,18,30
SKU03248,Mouse Ergonomico HyperX,Accesorios,818.69,15,5
SKU03249,Touchpad Razer,Accesorios,1410.88,30,15
SKU03250,HDD Externo Acer,Almacenamiento,999.48,22,20
SKU03251,Laptop BenQ,Electronica,14835.11,cien,20
SKU03252,Microfono USB MSI,Audio,2148.36,48,25
SKU03253,Bocina Bluetooth Logitech,Audio,592.53,41,20
SKU03254,Bocina Canon,Audio,862.65,9,10
SKU03255,Tarjeta Video Asus,Componentes,6982.67,2,10
SKU03256,Mouse Gaming Gigabyte,Accesorios,1351.38,51,30
SKU03257,Procesador SanDisk,Componentes
SKU03258,Stylus Kingston,Accesorios,1505.42,4,20
SKU03259,Notebook Lenovo,Electronica,9504.73,4,20
SKU03260,HDD Dell,Almacenamiento,1807.42,27,15
SKU03261,Barra Sonido Logitech,Audio,3000.79,37,20
SKU03262,Pantalla Portatil TP-Link,Electronica,6786.71,72,50
SKU03263,Mouse Ergonomico Epson,Accesorios,853.61,95,50
SKU03264,MicroSD SanDisk,Almacenamiento,702.12,13,30
SKU03265,Mouse Gaming,Accesorios,null,11,5
SKU03266,Notebook Xiaomi,Electronica,13525.78,43,20,abc,error,3,500
SKU03267,Microfono Kingston,Audio,1216.19,25,10
SKU03268,Teclado Lenovo,Accesorios,1724.63,35,15
SKU03269,Touchpad MSI,Accesorios,2030.50,46,25
SKU03270,Monitor,Electronica,7702.93,54,20
SKU03271,Procesador Epson,Componentes,14017.80,53,30
SKU03272,Microfono Lenovo,Audio,1534.28,$100,5
SKU03273,Pasta Termica,Componentes,284.23,40,50
SKU03274,Audifonos Gaming Acer,Audio,1107.82,47,20
SKU03275,SSD Externo LG,Almacenamiento,4402.24,8,50
SKU03276,Teclado Gaming Samsung,Accesorios,2847.20,80,50
SKU03277,USB Drive Dell,Almacenamiento,221.77,14,30
SKU03278,Audifonos Corsair,Audio,210.78,22,25
SKU03279,SSD Externo Asus,Almacenamiento,4140.46,6,10
SKU03280,Tarjeta Video HyperX,Componentes,16203.61,12,20
SKU03281,MacBook Acer,Electronica,29161.45,mil,15
SKU03282,Procesador Asus,Componentes,2014.17,14,5
SKU03283,Teclado Samsung,Accesorios,561.09,1,30
SKU03284,Monitor 4K Asus,Electronica,15296.07,53,25
SKU03285,Ultrabook WD,Electronica,22457.80,57,50
SKU03286,SSD Logitech,Almacenamiento,3231.39,18,25
SKU03287,Laptop Acer,Electronica,15670.28,muchos,10
SKU03288,HDD HP,Almacenamiento,2338.07,56,30
SKU03289,RAM Sony,Componentes,2376.22,15,5
SKU03290,Mouse Ergonomico Anker,Accesorios,772.17,86,30
SKU03291,Mouse Gaming Anker,Accesorios,571.17,1,15
SKU03292,RAM Gigabyte,Componentes,1175.57,20,10
SKU03293,Ultrabook WD,Electronica,21420.91,53,30
SKU03294,Monitor Gaming BenQ,Electronica,22770.15,28,20
SKU03295,Microfono Anker,Audio,3405.30,81,30
SKU03296,Monitor Curvo Sony,Electronica,8916.98,3,30
SKU03297,Monitor Curvo WD,Electronica,10724.27,15,15
SKU03298,HDD Seagate,Almacenamiento,2346.71,10,30
SKU03299,MicroSD LG,Almacenamiento,264.12,46,50
SKU03300,Notebook Seagate,Electronica,11549.79,26,10
SKU03301,Tarjeta Video Samsung,Componentes,6970.11,21,20
SKU03302,RAM HP,Componentes,1089.40,8,5
SKU03303,Mouse Gaming Kingston,Accesorios,383.96,10,15
SKU03304,Audifonos,Audio,646.58,76,30
SKU03305,HDD Externo Epson,Almacenamiento,2832.91,5,20
SKU03306,Teclado Gaming HP,Accesorios,4698.67,4,15
SKU03307,Mouse BenQ,Accesorios,486.17,sin_dato,20
SKU03308,USB Drive Seagate,Almacenamiento,138.15,127,50
SKU03309,Microfono Asus,Audio,1774.03,3,15
SKU03310,Stylus Razer,Accesorios,1702.15,76,30
SKU03311,Audifonos HyperX,Audio,649.29,6,15
SKU03312,Notebook Gigabyte,Electronica,14131.06,7,15
SKU03313,Monitor Gaming Kingston,Electronica,7286.97,90,30
SKU03314,MacBook Lenovo,Electronica,35350.34,62,30
SKU03315,Microfono SanDisk,Audio,1378.46,24,10
SKU03316,MacBook Xiaomi,Electronica,32188.25,13,5
SKU03317,MacBook,Electronica,30603.09,72,30
SKU03318,Monitor 4K Xiaomi,Electronica,12995.54,1,5
SKU03319,Licencia Adobe,Software,8858.49,17,20
SKU03320,Laptop Canon,Electronica,9584.76,13,10
SKU03321,Audifonos Xiaomi,Audio,713.49,76,50
SKU03322,Audifonos Canon,Audio,739.94,18,25
SKU03323
SKU03324,Lampara Escritorio,Accesorios,797.69,6,5
SKU03325,HDD MSI,Almacenamiento,452.30,24,15
SKU03326,Teclado Mecanico WD,Accesorios,2489.17,3,5
SKU03327,Laptop Epson,Electronica,9926.61,34,50
SKU03328,HDD Samsung,Almacenamiento,2309.25,20,10
SKU03329,MicroSD Dell,Almacenamiento,388.68,4,10
SKU03330,Ultrabook SanDisk,Electronica,17747.34,57,30
SKU03331,Microfono Canon,Audio,1984.89,83,50
SKU03332,Procesador BenQ,Componentes,9342.15,27,30
SKU03333,Audifonos Gaming LG,Audio,1829.63,1,15
SKU03334,SSD Externo Dell,Almacenamiento,3946.65,13,10
SKU03335,Bocina Acer,Audio,2492.95,6,30
SKU03336,Chromebook Corsair,Electronica,8027.33,16,10
SKU03337,Audifonos HP,Audio,364.88,26,25
SKU03338,Audifonos BenQ,Audio,470.37,20,25
SKU03339,Mouse Gaming TP-Link,Accesorios,1586.82,8,10
SKU03340,Procesador HyperX,Componentes,10110.05,3,10
SKU03341,Monitor 4K Xiaomi,Electronica,20884.89,15,10
SKU03342,Audifonos Bluetooth TP-Link,Audio,453.78,81,30
SKU03343,Audifonos Bluetooth Asus,Audio,2161.94,48,50
SKU03344,Audifonos Gaming Anker,Audio,1333.97,27,30
SKU03345,Microfono Dell,Audio,2324.78,40,20
SKU03346,Teclado Mecanico Seagate,Accesorios,3157.30,9,30
SKU03347,RAM Samsung,Componentes,1457.14,13,10
SKU03348,Barra Sonido Samsung,Audio,4700.79,5,30
SKU03349,MacBook Corsair,Electronica,35183.61,3,500,30
SKU03350,Monitor Xiaomi,Electronica,9511.79,16,20
SKU03351,Mouse Ergonomico Acer,Accesorios,967.94,44,15
SKU03352,HDD Xiaomi,Almacenamiento,2346.66,22,10
SKU03353,HDD Externo Lenovo,Almacenamiento,1683.50,1,5
SKU03354,Microfono BenQ,Audio,1702.62
SKU03355,Touchpad Sony,Accesorios,650.11,27,50
SKU03356,Monitor 4K Sony,Electronica,16617.24,19,20
SKU03357,Audifonos Bluetooth HP,Audio,812.71,65,50
SKU03358,Teclado Gaming Anker,Accesorios,1265.58,23,20
SKU03359,Tarjeta Video Corsair,Componentes,13290.26,55,30
SKU03360,Ultrabook Acer,Electronica,20932.36,33,25
SKU03361,Bocina Corsair,Audio,1342.22,7,15
SKU03362,Touchpad Corsair,Accesorios,570.74,19,15
SKU03363,Barra Sonido Canon,Audio,6596.40,16,20
SKU03364,Monitor Seagate,Electronica,10439.19,13,10,INVALIDO,abc
SKU03365,Monitor 4K Acer,Electronica,26619.67,16,20
SKU03366,Mouse Gaming HP,Accesorios,723.61,3,15
